"authoryear","coef","se","n","country","year","did_design","uesd_design","iv_design","rd_design","random_design","exptype","exptype2","ExposureLagMean","UnitAnalysis","ConflictStudy","SensitivityAnalysis","ControlSelectionBias","ControlMigrationBias","ControlSurvivalBias","UCDPConflictCleavage","yi","vi"
"rozenasetal2017",0.131746194267143,0.0563481133313348,215,"ukraine","2007","N","N","Y","Y","N","N","o",63,"District/Precinct","World War II",1,1,"0","0","",0.131746194267143,0.00451208947716735
"rozenasetal2017",0.142934606577108,0.0480493473695263,217,"ukraine","2010","N","N","Y","Y","N","N","o",66,"District/Precinct","World War II",1,1,"0","0","",0.142934606577108,0.00444239256349625
"rozenasetal2017",0.139886778785163,0.0641475584133419,207,"ukraine","2012","N","N","Y","Y","N","N","o",68,"District/Precinct","World War II",1,1,"0","0","",0.139886778785163,0.00466624416035376
"rozenasetal2017",0.0942566666655004,0.0604292790717127,218,"ukraine","2014","N","N","Y","Y","N","N","o",70,"District/Precinct","World War II",1,1,"0","0","",0.0942566666655004,0.00452677554242423
"rozenaszhukov2019",0.104097908735181,0.0205839987985778,1182,"ukraine","2017","N","N","Y","N","N","N","s",1.5,"District","Holodomor",1,1,"0","0","",0.104097908735181,0.000828488296196834
"villamil2020",-0.0121085907050991,0.0186470185331749,6139,"spain","1978","Y","N","N","N","N","N","o",39,"Municipality","Spanish Civil War",1,1,"0","0","",-0.0121085907050991,0.000162871747402916
"villamil2020",0.0878592041821638,0.0217506451280105,6113,"spain","1986","Y","N","N","N","N","N","o",47,"Municipality","Spanish Civil War",1,1,"0","0","",0.0878592041821638,0.000161096385331057
"villamil2020",0.0991534609364531,0.0217303604910453,6141,"spain","1994","Y","N","N","N","N","N","o",55,"Municipality","Spanish Civil War",1,1,"0","0","",0.0991534609364531,0.000159679778333542
"villamil2020",0.0484817848787403,0.0212627163991229,6141,"spain","2004","Y","N","N","N","N","N","o",65,"Municipality","Spanish Civil War",1,1,"0","0","",0.0484817848787403,0.000162101719518316
"villamil2020",0.000302206954685086,0.0217838485284784,6141,"spain","2014","Y","N","N","N","N","N","o",75,"Municipality","Spanish Civil War",1,1,"0","0","",0.000302206954685086,0.000162866419762528
"zhukovtalibova2018",0.036734110979736,0.0329750821104539,5083,"russia","2003","N","N","Y","N","N","N","o",66,"District","World War II",1,1,"1","1","",0.036734110979736,0.000196242233578843
"zhukovtalibova2018",0.0676297141462721,0.0315879886109335,5086,"russia","2004","N","N","Y","N","N","N","o",67,"District","World War II",1,1,"1","1","",0.0676297141462721,0.000194862018284432
"zhukovtalibova2018",-0.0738671847708707,0.0182811068387798,5464,"russia","2007","N","N","Y","N","N","N","o",70,"District","World War II",1,1,"1","1","",-0.0738671847708707,0.000181057486711196
"zhukovtalibova2018",-0.0568245104800813,0.0230905984534608,5104,"russia","2008","N","N","Y","N","N","N","o",71,"District","World War II",1,1,"1","1","",-0.0568245104800813,0.000194699662280971
"zhukovtalibova2018",0.000438378946360061,0.0224780585003593,5486,"russia","2011","N","N","Y","N","N","N","o",74,"District","World War II",1,1,"1","1","",0.000438378946360061,0.000182315335578457
"zhukovtalibova2018",-0.123700653794863,0.0229227110914961,5490,"russia","2012","N","N","Y","N","N","N","o",75,"District","World War II",1,1,"1","1","",-0.123700653794863,0.000176649743699837
