"authoryear","coef","se","n","country","year","did_design","uesd_design","iv_design","rd_design","random_design","exptype","exptype2","ExposureLagMean","UnitAnalysis","ConflictStudy","SensitivityAnalysis","ControlSelectionBias","ControlMigrationBias","ControlSurvivalBias","UCDPConflictCleavage","yi","vi"
"dyrstad2012c",0.0310286235872498,0.0251029923876595,774,"kosovo","2003","N","N","N","N","N","N","s",4.5,"Individual","Yugoslavian Wars",1,1,"0","1","1",0.0310286235872498,0.0012911712496419
"elbialyetal2022a",-0.103272701345526,0.114479955216735,68,"jordan","2018","N","N","N","N","N","N","s",4,"Individual","Syrian Civil War",1,1,"1","1","2",-0.103272701345526,0.0146087051625245
"elbialyetal2022b",0.0689491014734145,0.261104730818419,59,"germany","2018","N","N","N","N","N","N","s",4,"Individual","Syrian Civil War",1,1,"1","1","2",0.0689491014734145,0.0170778386745602
"gneezyfessler2012",-0.0322345104753577,0.14000813270361,50,"israel","2007","N","N","N","N","N","N","s",1,"Individual","Israel-Hezbollah War",1,1,"0","0","1",-0.0322345104753577,0.0203657745371863
"gonzaleztraunmuller2023",0.0631274334172981,0.0228919300373304,1799,"srilanka","2016","N","N","N","N","N","N","s",20,"Individual","Sri Lankan Civil War",1,1,"1","1","1",0.0631274334172981,0.000551749574586156
"grossmanetal2015",0.0296677918116872,0.0206987688471502,2334,"israel","2013","N","N","Y","N","N","N","s",10.5,"Individual","Israel-Palestine conflict",1,1,"0","0","1",0.0296677918116872,0.000427878447908753
"hadzicetal2017",0.23306340006983,0.018737383093165,1736,"bosnia","2005","Y","N","N","N","N","N","s",11.5,"Municipality and Individual","Yugoslavian Wars",1,1,"1","1","1",0.23306340006983,0.000515454413718573
"hallkahn2020",0.27738434932296,0.0279618116557634,808,"turkey","2016","N","N","N","N","N","N","s",2.5,"Individual","Syrian Civil War",1,1,"1","0","2",0.27738434932296,0.00105580660316332
"kijewski2019",-0.012016016547052,0.0135855592335597,26292,"global","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","1","",-0.012016016547052,3.80248469643456e-05
"lewistopal2022",0.0396656722693701,0.0182478630531776,2393,"uganda","2008","N","N","N","N","N","N","s",0.5,"Individual","Lord's Resistance Army (LRA) insurgency",1,1,"0","0","2",0.0396656722693701,0.000416745712527597
"lupupeisakhin2017",0.0628519557050848,0.0326235881237899,976,"ukraine","2014","N","N","N","N","Y","N","s",70,"Individual","Exile of Crimean Tartars",1,1,"1","1","1",0.0628519557050848,0.00101755371152624
"mironovawhitt2018",0.0861228644414677,0.0438033029968483,460,"kosovo","2011","N","N","N","N","N","N","s",12.5,"Individual","Yugoslavian Wars",1,1,"1","0","",0.0861228644414677,0.00214645036715028
"mironovawhitt2018",0.227567504005433,0.135005602346125,106,"kosovo","2011","N","N","N","N","N","N","s",12.5,"Individual","Yugoslavian Wars",1,1,"1","0","",0.227567504005433,0.00856293287987787
"rohneretal2013",-0.087993106446235,0.0472925364057426,2422,"uganda","2008","N","N","Y","N","N","N","s",4.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"0","0","2",-0.087993106446235,0.000406680866246607
"voorsbulte2014",0.0107576686231573,0.0293372036209072,1000,"burundi","2007","N","N","Y","N","N","N","s",7,"Individual","Burundian Civil War",1,1,"1","1","2",0.0107576686231573,0.00100076932785228
"voorsbulte2014",0.0378609141174438,0.0353017317207885,872,"burundi","2007","N","N","Y","N","N","N","s",7,"Individual","Burundian Civil War",1,1,"1","1","2",0.0378609141174438,0.00114481648351308
"wang2019",0.00878072121094801,0.0241548302595702,2418,"china","2008","N","N","Y","N","N","N","s",39.5,"Individual","Chinese Cultural Revolution",1,1,"1","1","",0.00878072121094801,0.000413672239890197
"wernerlambsdorff2020",0.105838232692254,0.119915186697633,105,"indonesia","2013","N","N","N","N","N","N","s",12.5,"Individual","Maluku conflict",1,1,"1","1","1",0.105838232692254,0.00940117322874755
