"authoryear","coef","se","n","outcome","country","year","did_design","uesd_design","iv_design","rd_design","random_design","exptype","exptype2","ExposureLagMean","UnitAnalysis","yi","vi"
"pechenkinagamboa2019",-0.143227917571135,0.0398223576645689,1052,"rightwing_ideology","colombia","2016","N","N","N","N","N","N","o",2.5,"Municipality",-0.143227917571135,0.000912837641437097
"rodontormos2023",0.00523394383422696,0.0137004790687747,7660,"rightwing_ideology","spain","1995","N","N","N","N","N","N","o",49.5,"Individual",0.00523394383422696,0.000130558194596464
"rodontormos2023",0.00838221710017946,0.0141304116646601,7729,"rightwing_ideology","spain","2005","N","N","N","N","N","N","o",59.5,"Individual",0.00838221710017946,0.00012938140292568
"rodontormos2023",-0.0131440097737524,0.0214707043689102,3991,"rightwing_ideology","spain","2015","N","N","N","N","N","N","o",69.5,"Individual",-0.0131440097737524,0.000250539974902726
"rozenaszhukov2019",0.034319131226217,0.0378375201073339,679,"rightwing_ideology","ukraine","2017","N","N","Y","N","N","N","s",1.5,"District",0.034319131226217,0.00147145395528483
"shai2021",0.124735477852912,0.0572941982696363,1911,"rightwing_ideology","israel","2015","Y","N","N","N","N","N","o",0.5,"Individual",0.124735477852912,0.000507394870013591
"tellez2019",0.0284023079649051,0.0219710279802725,4717,"rightwing_ideology","colombia","2015","N","N","N","N","N","N","o",26,"Individual (with clustering at the municipality level)",0.0284023079649051,0.000211702134977748
"tellez2019",0.0148972390903245,0.0145997173588588,4717,"rightwing_ideology","colombia","2015","N","N","N","N","N","N","s",26,"Individual (with clustering at the municipality level)",0.0148972390903245,0.000211949998682547
"villamil2020",-0.0765610922289284,0.0165998623311241,6139,"rightwing_ideology","spain","1978","Y","N","N","N","N","N","o",39,"Municipality",-0.0765610922289284,0.000161015177041035
"villamil2020",-0.146653353291802,0.0204569096100523,6113,"rightwing_ideology","spain","1986","Y","N","N","N","N","N","o",47,"Municipality",-0.146653353291802,0.000156650547749972
"villamil2020",-0.127114998799392,0.020164810461789,6141,"rightwing_ideology","spain","1994","Y","N","N","N","N","N","o",55,"Municipality",-0.127114998799392,0.000157645707219607
"villamil2020",-0.0849516656712578,0.0180865733686438,6141,"rightwing_ideology","spain","2004","Y","N","N","N","N","N","o",65,"Municipality",-0.0849516656712578,0.000160524187458032
"villamil2020",-0.0337495742813028,0.0204488197439851,6141,"rightwing_ideology","spain","2014","Y","N","N","N","N","N","o",75,"Municipality",-0.0337495742813028,0.000162495640043905
"villamil2022",-0.167615960978517,0.0816807548430551,325,"rightwing_ideology","guatemala","1999","N","N","N","N","N","N","o",17.5,"Municipality",-0.167615960978517,0.00291542936567119
"villamil2022",-0.0181136722329415,0.0474172459499452,318,"rightwing_ideology","guatemala","2003","N","N","N","N","N","N","o",21.5,"Municipality",-0.0181136722329415,0.00315250440823169
"villamil2022",-0.0221582852599438,0.0342516278765873,323,"rightwing_ideology","guatemala","2007","N","N","N","N","N","N","o",25.5,"Municipality",-0.0221582852599438,0.00310254118589898
"villamil2022",-0.00262692496463839,0.0126502346678354,315,"rightwing_ideology","guatemala","2015","N","N","N","N","N","N","o",33.5,"Municipality",-0.00262692496463839,0.00318466942222319
"waynezhukov2022",-0.0957466269876794,0.03379286833425,1284,"rightwing_ideology","unitedstates","2017","N","N","N","N","N","N","o",74,"Individual",-0.0957466269876794,0.000765198135906241
