"authoryear","coef","se","n","country","year","did_design","uesd_design","iv_design","rd_design","random_design","exptype","exptype2","ExposureLagMean","UnitAnalysis","ConflictStudy","SensitivityAnalysis","ControlSelectionBias","ControlMigrationBias","ControlSurvivalBias","UCDPConflictCleavage","yi","vi"
"dellavignaetal2014",0.293239252920925,0.179673414646938,139,"croatia","2010","N","N","N","N","N","N","s",17,"Village","Yugoslavian Wars",1,1,"1","1","1",0.293239252920925,0.00605373647705897
"delucaverpoorten2015a",-0.00791433905739377,0.0098480328660268,2320,"uganda","2005","Y","N","Y","N","N","N","s",9.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",-0.00791433905739377,0.000431166334798591
"delucaverpoorten2015a",-0.00901105893437315,0.021377295989311,2215,"uganda","2008","Y","N","Y","N","N","N","s",11.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",-0.00901105893437315,0.00045159783569425
"delucaverpoorten2015a",0.00321261561410192,0.0113129560122982,2256,"uganda","2012","Y","N","Y","N","N","N","s",15.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",0.00321261561410192,0.000443449826300822
"delucaverpoorten2015b",-0.0321436819895969,0.0328124887577456,2274,"uganda","2005","Y","N","Y","N","N","N","s",2.5,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",-0.0321436819895969,0.000439038554752402
"delucaverpoorten2015b",0.0226234705168521,0.0251083022970786,2244,"uganda","2008","Y","N","Y","N","N","N","s",4,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",0.0226234705168521,0.000445375220296349
"delucaverpoorten2015b",0.00545855396117931,0.0091916386793131,2157,"uganda","2012","Y","N","Y","N","N","N","s",6,"Individual","Lord’s Resistance Army (LRA) insurgency",1,1,"1","1","2",0.00545855396117931,0.000463794252905889
"dinasetal2021a",-0.0631155674440322,0.0177005372718429,3155,"germany","2018","N","N","N","N","N","N","s",71.5,"Individual","World War II",1,1,"1","1","",-0.0631155674440322,0.00031453668965157
"dinasetal2021b",-0.0960623318836637,0.0276411126424738,1517,"germany","2018","N","N","N","N","N","N","s",71.5,"Individual","World War II",1,1,"0","0","",-0.0960623318836637,0.00064751267298557
"dinasetal2021b",-0.0326207262939916,0.0270189245798717,1517,"germany","2018","N","N","N","N","N","N","s",71.5,"Individual","World War II",1,1,"0","0","",-0.0326207262939916,0.000658227512378624
"dinasetal2021c",-0.0846940577074733,0.0213112355539929,1609,"greece","2017","N","N","N","N","N","N","s",96.5,"Individual","Greco-Turkish War",1,1,"0","0","",-0.0846940577074733,0.000613000799940116
"dinasetal2021c",-0.0705866501628516,0.0187400691719441,1895,"greece","2017","N","N","N","N","N","N","s",96.5,"Individual","Greco-Turkish War",1,1,"0","0","",-0.0705866501628516,0.000522734886323393
"dyrstad2012a",0.00294840815134013,0.014839022502606,2971,"bosnia","2003","N","N","N","N","N","N","s",9.5,"Individual","Yugoslavian Wars",1,1,"0","1","1",0.00294840815134013,0.000336694482779231
"dyrstad2012b",0.198989938651163,0.0640556529757045,1148,"croatia","2003","N","N","N","N","N","N","s",10,"Individual","Yugoslavian Wars",1,1,"0","1","1",0.198989938651163,0.000804162101742321
"dyrstad2012c",0.0138553084750001,0.0227927822251568,1371,"kosovo","2003","N","N","N","N","N","N","s",4.5,"Individual","Yugoslavian Wars",1,1,"0","1","1",0.0138553084750001,0.000729646786647038
"esparzaetal2020",0.104716855504898,0.0294022307344916,1556,"colombia","2016","N","N","N","N","N","N","s",2,"individual","Colombian Conflict",1,1,"1","1","2",0.104716855504898,0.000629060453482006
"esparzaetal2020",0.0157530267049486,0.0258670342954316,1551,"colombia","2016","N","N","N","N","N","N","s",2,"individual","Colombian Conflict",1,1,"1","1","2",0.0157530267049486,0.000644841126375216
"esparzaetal2020",0.115400756432171,0.0294178093199681,1562,"colombia","2016","N","N","N","N","N","N","s",2,"individual","Colombian Conflict",1,1,"1","1","2",0.115400756432171,0.00062366603602192
"esparzaetal2020",0.0232659677562402,0.0266372305229119,1557,"colombia","2016","N","N","N","N","N","N","s",2,"individual","Colombian Conflict",1,1,"1","1","2",0.0232659677562402,0.000641977945051485
"ghosnetal2019",-0.0391659210845214,0.0203522783594612,2400,"lebanon","2017","N","N","N","N","N","N","s",34.5,"Individual","Lebanese civil war",1,1,"0","0","1",-0.0391659210845214,0.000415562490334824
"ghosnetal2019",-0.0127885674728987,0.0203924174572819,2380,"lebanon","2017","N","N","N","N","N","N","s",34.5,"Individual","Lebanese civil war",1,1,"0","0","1",-0.0127885674728987,0.000420207201274381
"grosjean2014",-0.0147981688321935,0.0143586049598317,35484,"europe","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","1","",-0.0147981688321935,2.81701681468086e-05
"grosjean2014",-0.0108737006272405,0.0191266944659905,35484,"europe","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","1","",-0.0108737006272405,2.81758458768822e-05
"hadzictavits2021",0.149963404772703,0.0513718882017715,87,"bosnia","2000","Y","N","N","N","N","N","s",6.5,"Municipalities","Yugoslavian Wars",1,1,"1","1","1",0.149963404772703,0.0111107873325948
"hartmanmorse2018",-0.127407054020411,0.0244225954372245,1583,"liberia","2013","N","N","N","N","N","N","s",2.5,"Individual","Ivorian Civil war",1,1,"1","0","2",-0.127407054020411,0.000611756245949358
"hartmanmorse2018",-0.090375870274122,0.0245657889793255,1583,"liberia","2013","N","N","N","N","N","N","s",2.5,"Individual","Ivorian Civil war",1,1,"1","0","2",-0.090375870274122,0.000621827507627926
"hassanetal2023a",-0.374187784840185,0.0750036932841671,150,"syria","2020","N","N","N","N","N","N","s",5.5,"Individual","Arab Spring",1,1,"1","1","",-0.374187784840185,0.00496356794064158
"hassanetal2023b",-0.117468032880759,0.0982222710727997,118,"sudan","2020","N","N","N","N","N","N","s",5.5,"Individual","Arab Spring",1,1,"1","1","",-0.117468032880759,0.00831276006575478
"hayesmcallister2001",-0.0387296528026895,0.0321756219192813,901,"northernireland","1998","N","N","N","N","N","N","s",12.5,"Individual","The Troubles",1,1,"0","0","1",-0.0387296528026895,0.00110778030882843
"hayesmcallister2001",-0.00803322214062297,0.0316734368297241,940,"northernireland","1998","N","N","N","N","N","N","s",12.5,"Individual","The Troubles",1,1,"0","0","1",-0.00803322214062297,0.00106482528098886
"henrichetal2019b",0.153234519650285,0.0481679318932891,418,"tajikistan","2011","N","N","N","N","N","N","s",16.5,"Individual","Tajikistan Civil War",1,1,"1","0","2",0.153234519650285,0.00228678588198951
"kijewski2019",0.0406750278718191,0.0241250833429507,26328,"global","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","1","",0.0406750278718191,3.78582376057345e-05
"kim2023",-0.0189962427456668,0.0103916226866434,9599,"southkorea","2015","N","N","N","N","N","N","s",63.5,"Individual","Korean War",1,1,"1","0","1",-0.0189962427456668,0.000104113191888002
"lewistopal2022",-0.0197750220256306,0.0211125512855758,2399,"uganda","2008","N","N","N","N","N","N","s",0.5,"Individual","Lord's Resistance Army (LRA) insurgency",1,1,"0","0","2",-0.0197750220256306,0.000416688094215615
"mcallister2004",-0.025770907619412,0.0330699470424097,900,"northernireland","1998","N","N","N","N","N","N","s",15,"Individual","The Troubles",1,1,"1","1","1",-0.025770907619412,0.00111087003528638
"mcallister2004",-0.0268013891618258,0.0322072502529632,900,"northernireland","1998","N","N","N","N","N","N","s",15,"Individual","The Troubles",1,1,"1","1","1",-0.0268013891618258,0.00111074959627771
"mcallister2004",-0.014133069139478,0.0312967968668385,938,"northernireland","1998","N","N","N","N","N","N","s",15,"Individual","The Troubles",1,1,"1","1","1",-0.014133069139478,0.00106680955454741
"mcallister2004",0.00755355439752875,0.0322300597743088,939,"northernireland","1998","N","N","N","N","N","N","s",15,"Individual","The Troubles",1,1,"1","1","1",0.00755355439752875,0.00106597642951742
"meernik2020",0.104716855504899,0.029206430655513,1556,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.104716855504899,0.000629060453482006
"meernik2020",0.0157530267049486,0.0258531848215715,1551,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.0157530267049486,0.000644841126375216
"meernik2020",0.115400756432171,0.0292079696663946,1562,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.115400756432171,0.00062366603602192
"meernik2020",0.0232659677562403,0.0266225020616999,1557,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.0232659677562403,0.000641977945051485
"ochsnerroesel2017",0.127931498009038,0.0270494271462109,151,"austria","2006","N","N","N","Y","N","N","s",400,"Municipality","Turkish sieges of Vienna",1,1,"1","1","",0.127931498009038,0.00645023283276738
"ochsnerroesel2017",0.159908211460034,0.0380324206824254,151,"austria","2008","N","N","N","Y","N","N","s",402,"Municipality","Turkish sieges of Vienna",1,1,"1","1","",0.159908211460034,0.00633008390163649
"ochsnerroesel2017",0.139955084179414,0.0340662635743949,151,"austria","2013","N","N","N","Y","N","N","s",407,"Municipality","Turkish sieges of Vienna",1,1,"1","1","",0.139955084179414,0.00640805877377212
"ostbyetal2019",0.174372250758763,0.00547525784628287,24701,"peru","2006","N","N","N","N","N","N","s",13,"Individual","Peruvian conflict",1,1,"1","0","2",0.174372250758763,3.80612608023675e-05
"peisakhinetal2024",0.0390548315766851,0.0244371339370052,1498,"congo","2019","N","N","N","N","N","N","s",15,"Individual","Congo Wars",1,1,"1","1","1",0.0390548315766851,0.000665966444047905
"schaub2023",0.0384475306399352,0.024694316719348,1640,"armenia","2018","N","N","N","N","N","N","s",99,"Individual","World War I",1,1,"0","1","",0.0384475306399352,0.000608325661920628
"shai2022",1.13519417116429e-15,0.0171769450125097,3387,"israel","2008","Y","N","N","N","N","N","s",2,"Individual","Lebanese Civil war",1,1,"0","0","2",1.13519417116429e-15,0.000295333727111636
"tellez2019",0.0743176141114044,0.0236781836264878,5462,"colombia","2015","N","N","N","N","N","N","s",26,"Individual (with clustering at the municipality level)","Colombian conflict",1,1,"1","0","2",0.0743176141114044,0.000181099485292984
"tellez2019",-0.0170678451290743,0.0156897106610549,5462,"colombia","2015","N","N","N","N","N","N","s",26,"Individual (with clustering at the municipality level)","Colombian conflict",1,1,"1","0","2",-0.0170678451290743,0.000183009972933088
"wayneetal2023",-0.0642264649969135,0.0222072850641449,2012,"israel","2021","N","N","N","N","N","N","s",79,"individual","World War II",1,1,"1","1","",-0.0642264649969135,0.000493171028509772
"waynezhukov2022",-0.154222439972023,0.0259835784279046,1527,"unitedstates","2017","N","N","N","N","N","N","s",74,"Individual","World War II",1,1,"1","0","",-0.154222439972023,0.000624506280052216
