"authoryear","coef","se","n","country","year","did_design","uesd_design","iv_design","rd_design","random_design","exptype","exptype2","ExposureLagMean","UnitAnalysis","ConflictStudy","SensitivityAnalysis","ControlSelectionBias","ControlMigrationBias","ControlSurvivalBias","UCDPConflictCleavage","yi","vi"
"freitagetal2019",0.164483401343173,0.0334798855450367,972,"kosovo","2010","N","N","N","N","N","N","s",11.5,"Individual","Yugoslavian Wars",1,1,"1","0","1",0.164483401343173,0.000974894318218508
"getmanskyweiss2023a",0.0701747665237166,0.0233345297753446,2884,"israel","1973","Y","Y","N","N","N","N","s",0.0415,"Inividual and Locality","Israel-Palestine conflict",1,1,"0","0","1",0.0701747665237166,0.000343453088784538
"grosjean2014",0.00205741725886474,0.0216184291069741,35484,"europe","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","1","",0.00205741725886474,2.81822713436396e-05
"grossmanetal2015",0.0414221187021941,0.0206901113270274,2334,"israel","2013","N","N","Y","N","N","N","s",10.5,"Individual","Israel-Palestine conflict",1,1,"0","0","1",0.0414221187021941,0.00042716303476483
"kijewski2019",-0.0322606624439634,0.0286862847432861,26327,"global","2010","N","N","N","N","N","N","s",68,"Individual","World War II",1,1,"1","1","",-0.0322606624439634,3.79062365144202e-05
"krakowski2020",0.0845009241645562,0.0134153183452956,5978,"colombia","2013","N","N","N","N","N","N","s",6,"Individual","Colombia conflict",1,1,"1","1","2",0.0845009241645562,0.000164927249963385
"lewistopal2022",-0.0254772634791679,0.0162085101452699,2400,"uganda","2008","N","N","N","N","N","N","s",0.5,"Individual","Lord's Resistance Army (LRA) insurgency",1,1,"0","0","2",-0.0254772634791679,0.000416299391167275
"lupupeisakhin2017",0.125687171841691,0.0457796822883452,727,"ukraine","2014","N","N","N","N","Y","N","s",70,"Individual","Exile of Crimean Tartars",1,1,"1","1","1",0.125687171841691,0.00133423556922257
"meernik2020",0.0686736140421769,0.0300986155079303,1563,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.0686736140421769,0.000634180608668606
"meernik2020",0.1273104709237,0.0273674150948696,1558,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.1273104709237,0.000621610010163321
"nairsambanis2019",-0.07660339545151,0.0324460498909455,950,"india","2015","N","N","N","N","Y","N","s",8,"Individual","Kashmir Conflict",1,1,"1","0","1",-0.07660339545151,0.00104141019386277
"nairsambanis2019",0.0820842290003393,0.032297877563099,950,"india","2015","N","N","N","N","Y","Y","s",8,"Individual","Kashmir Conflict",1,1,"1","0","1",0.0820842290003393,0.00103958878495886
"otoperalias2015",0.0861753937606155,0.0185609188472618,2918,"spain","2008","N","N","N","N","N","N","s",70.5,"Individual","Spanish Civil War",1,1,"0","1","",0.0861753937606155,0.00033774520104368
"otoperalias2015",0.159019739837047,0.0192952183052609,2630,"spain","2008","N","N","N","N","N","N","s",70.5,"Individual","Spanish Civil War",1,1,"0","1","",0.159019739837047,0.000361378809850004
"wang2019",-0.0246377008655123,0.0128486656122942,2081,"china","2008","N","N","Y","N","N","N","s",39.5,"Individual","Chinese Cultural Revolution",1,1,"1","1","",-0.0246377008655123,0.000480185738394671
"wernerlambsdorff2020",0.00244070593729665,0.0432804916967302,1001,"indonesia","2013","N","N","N","N","N","N","s",12.5,"Individual","Maluku conflict",1,1,"1","1","1",0.00244070593729665,0.000999988085944542
