"authoryear","coef","se","n","country","year","did_design","uesd_design","iv_design","rd_design","random_design","exptype","exptype2","ExposureLagMean","UnitAnalysis","ConflictStudy","SensitivityAnalysis","ControlSelectionBias","ControlMigrationBias","ControlSurvivalBias","UCDPConflictCleavage","yi","vi"
"fabbeetal2023",0.113459741054403,0.028321393720374,1258,"turkey","2016","N","N","N","N","N","N","s",2.5,"Individual","Syrian Civil War",1,1,"1","0","2",0.113459741054403,0.00077519450386152
"grossmanetal2015",0.0410512456756823,0.020690428294184,2334,"israel","2013","N","N","Y","N","N","N","s",10.5,"Individual","Israel-Palestine conflict",1,1,"0","0","1",0.0410512456756823,0.000427189211475384
"halletal2021",0.0586515087441436,0.0270292209717812,1508,"turkey","2017","N","N","N","N","N","N","s",3,"Individual","Syrian Civil War",1,1,"1","0","2",0.0586515087441436,0.000659012498102508
"hirschhoefleretal2016",0.113946748058771,0.0218754244811744,1627,"israel","2014","N","N","N","N","N","N","s",11.5,"Individual","Israel-Palestine conflict",1,1,"1","1","1",0.113946748058771,0.000599139518985448
"kim2023",-0.00807120957475317,0.0127287057062087,9600,"southkorea","2015","N","N","N","N","N","N","s",63.5,"Individual","Korean War",1,1,"1","0","1",-0.00807120957475317,0.000104163945764746
"kupatadzezeitzoff2021",0.113251048930632,0.0580247264035789,1129,"georgia","2015","N","N","N","N","N","N","s",7,"Individual","Russo-Georgian War",1,1,"1","0","1",0.113251048930632,0.000863929876755332
"kupatadzezeitzoff2021",0.189133554683904,0.055418334432623,1129,"georgia","2015","N","N","N","N","N","N","s",7,"Individual","Russo-Georgian War",1,1,"1","0","1",0.189133554683904,0.000824234572079214
"kupatadzezeitzoff2021",0.0722556872356059,0.0319699912937727,1129,"georgia","2015","N","N","N","N","N","Y","s",7,"Individual","Russo-Georgian War",1,1,"1","0","1",0.0722556872356059,0.000877292100139619
"lupupeisakhin2017",0.0853237458584191,0.0412303935279295,951,"ukraine","2014","N","N","N","N","Y","N","s",70,"Individual","Exile of Crimean Tartars",1,1,"1","1","1",0.0853237458584191,0.00103736075499705
"meernik2020",0.0459610765773515,0.042353855339425,780,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.0459610765773515,0.00127827935969233
"meernik2020",0.0294191668094066,0.0355245674891506,777,"colombia","2016","N","N","N","N","N","N","s",26,"Individual","Colombia conflict",1,1,"0","0","2",0.0294191668094066,0.00128643012154237
"mironovaetal2019",-0.00435323593061132,0.0682631166631636,238,"syria","2014","N","N","N","N","N","N","s",1.5,"Individual","Syrian Civil War",1,1,"0","0","2",-0.00435323593061132,0.00421924936300841
"mironovawhitt2016",0.107295739424154,0.0541006084708734,1124,"bosnia","2013","N","N","N","N","N","N","s",19.5,"Individual","Yugoslavian Wars",1,1,"1","0","1",0.107295739424154,0.000870087073372282
"nussio2019",0.0939880766670515,0.0140257452579438,5507,"colombia","2015","N","N","N","N","N","N","s",1.5,"Individual","Colombia conflict",1,1,"1","1","2",0.0939880766670515,0.000178425448270809
"pechenkinaargo2020",0.127919582315228,0.0437566946555671,287,"palestine","2018","N","N","N","N","N","N","s",9,"Individual","Israel-Palestine conflict",1,1,"0","0","1",0.127919582315228,0.00338301021825045
"rozenaszhukov2019",0.00289074515944275,0.0387618050606293,828,"ukraine","2017","N","N","Y","N","N","N","s",1.5,"District","Holodomor",1,1,"0","0","",0.00289074515944275,0.00120916963392343
